Teil der Merit-Order?;MaStR-Nr. ;ÜNB;Status;Anlagenbetreiber;Anzeige-Name;PLZ der Einheit;Ort der Einheit;"Straße und Hausnummer
der Einheit";Bundesland der Einheit;Datum der erstmaligen Inbetriebnahme der Einheit;Energieträger;Hauptbrennstoff;Auswertung Energieträger;Wärmeauskopplung (KW) ja/nein;Technologie der Stromerzeugung;Angenommener Hauptenergieträger ;Zuordnung Kraftwerkstyp;Effizienz;Quelle Effizienz;Bruttoleistung [MW];"Netto-Nennleistung
(elektrische Wirkleistung) [MW]";"Mittlere verfügbare
Netto-Nennleistung [MW]";Brennstoffkosten (inkl. Transport) [EUR/MWHth];Grenzkosten [EUR/MWHel]
Ja;SEE905721866655;Amprion;In Betrieb;RWE Power AG;Fab Frechen;50226;Frechen;Ludwigstraße ;Nordrhein-Westfalen;23003;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Kondensationsmaschine mit Entnahme;Braunkohle;Braunkohle;0,3712;OPSD (2020);82;56;48,72;3,1;85,52920259
Ja;SEE999145467468;Amprion;In Betrieb;RWE Power AG;GoWerk F;50354;Hürth;Goldenbergstraße 2;Nordrhein-Westfalen;33939;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Kondensationsmaschine mit Entnahme;Braunkohle;Braunkohle;0,3832;OPSD (2020);83;63;54,81;3,1;82,90407098
Ja;SEE986331287955;Amprion;In Betrieb;RWE Power AG;Fab Berrenrath;50354;Hürth;Bertrams-Jagdweg 10;Nordrhein-Westfalen;33662;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Gegendruckmaschine mit Entnahme;Braunkohle;Braunkohle;0,2008;OPSD (2020);107;98;85,26;3,1;156,6671315
Ja;SEE921905907730;Amprion;In Betrieb;RWE Power AG;Niederaußem G;50129;Bergheim;Werkstr. ;Nordrhein-Westfalen;27325;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Kondensationsmaschine mit Entnahme;Braunkohle;Braunkohle;0,4192;OPSD (2020);668;628;546,36;3,1;75,93043893
Ja;SEE957229968300;Amprion;In Betrieb;RWE Power AG;Niederaußem H;50129;Bergheim;Werkstr. ;Nordrhein-Westfalen;27288;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Kondensationsmaschine mit Entnahme;Braunkohle;Braunkohle;0,4216;OPSD (2020);690;648;563,76;3,1;75,50787476
Ja;SEE955314088254;Amprion;In Betrieb;RWE Power AG;Weisweiler H;52249;Eschweiler;Am Kraftwerk 17;Nordrhein-Westfalen;27412;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Kondensationsmaschine mit Entnahme;Braunkohle;Braunkohle;0,36;OPSD (2020);696;656;570,72;3,1;88,13722222
Ja;SEE987007884447;Amprion;In Betrieb;RWE Power AG;Weisweiler G;52249;Eschweiler;Am Kraftwerk 17;Nordrhein-Westfalen;27074;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Kondensationsmaschine mit Entnahme;Braunkohle;Braunkohle;0,36;OPSD (2020);703;663;576,81;3,1;88,13722222
Ja;SEE983252937631;Amprion;In Betrieb;RWE Power AG;Niederaußem K;50129;Bergheim;Werkstr. ;Nordrhein-Westfalen;37649;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Kondensationsmaschine mit Entnahme;Braunkohle;Braunkohle;0,43;OPSD (2020);998;944;821,28;3,1;74,06604651
Ja;SEE925599434282;Amprion;In Betrieb;RWE Power AG;Neurath F;41517;Grevenbroich;Energiestraße 101;Nordrhein-Westfalen;41124;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Kondensationsmaschine mit Entnahme;Braunkohle;Braunkohle;0,43;OPSD (2020);1110;1060;922,2;3,1;74,06604651
Ja;SEE993592183001;Amprion;In Betrieb;RWE Power AG;Neurath G;41517;Grevenbroich;Energiestraße 101;Nordrhein-Westfalen;41098;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Kondensationsmaschine mit Entnahme;Braunkohle;Braunkohle;0,43;OPSD (2020);1110;1060;922,2;3,1;74,06604651
Ja;SEE924053403383;Amprion;In Betrieb;Shell Deutschland GmbH;Shell Energy and Chemicals Park, Kraftwerk Wesseling, Turbine 5;50389;Wesseling;Ludwigshafener Str. 1;Nordrhein-Westfalen;28856;Mineralölprodukte;Heizöl, schwer;Mineralölprodukte;Ja;Kondensationsmaschine mit Entnahme;Öl;Öl;0,363;Annahme basierend auf DIW (2014);34,3;30;25,5;95,89;318,6528926
Ja;SEE990523934756;Amprion;In Betrieb;Shell Deutschland GmbH;Shell Energy and Chemicals Park, Kraftwerk Wesseling, Turbine 1;50389;Wesseling;Ludwigshafener Str. 1;Nordrhein-Westfalen;33970;Mineralölprodukte;Heizöl, schwer;Mineralölprodukte;Ja;Kondensationsmaschine mit Entnahme;Öl;Öl;0,374;Annahme basierend auf DIW (2014);35;31;26,35;95,89;309,3101604
Ja;SEE976549634931;Amprion;In Betrieb;Stadtwerke Düsseldorf AG;SWD KWF GTKW;40233;Düsseldorf;Behrenstraße 85;Nordrhein-Westfalen;26514;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Nein;Gasturbinen ohne Abhitzekessel;Öl;Öl;0,3072;OPSD (2020);87,6;86,2;73,27;95,89;376,3515625
Ja;SEE923485223774;Amprion;In Betrieb;STEAG Power GmbH;Fenne MKV Gasturbine;66333;Völklingen;Saarbrücker Straße 135;Saarland;30189;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Ja;Gasturbinen mit Abhitzekessel;Öl;Öl;0,4;eigene Annahme;35;34,86;29,631;95,89;289,27
Nein;SEE919393178787;Amprion;Netzreserve;STEAG Power GmbH;Fenne MKV;66333;Völklingen;Saarbrücker Straße 135;Saarland;30189;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,4;OPSD (2020);195;179;143,2;15,55;98,602375
Nein;SEE987838157994;Amprion;Netzreserve;STEAG Power GmbH;Fenne HKV;66333;Völklingen;Saarbrücker Straße 135;Saarland;32842;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,37;OPSD (2020);236;211;168,8;15,55;106,4917568
Nein;SEE945908806647;Amprion;Netzreserve;STEAG Power GmbH;Herne 4;44653;Herne;Hertener Straße 16;Nordrhein-Westfalen;32714;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,4;OPSD (2020);490;435;348;15,55;98,602375
Nein;SEE906326984744;Amprion;Netzreserve;STEAG Power GmbH;Weiher 3;66287;Quierschied;Kraftwerk Weiher 2;Saarland;28027;Steinkohle;Steinkohlen;Steinkohle;Nein;Kondensationsmaschine ohne Entnahme;Steinkohle;Steinkohle;0,365;OPSD (2020);724;655,6;524,48;15,55;107,9327397
Nein;SEE930673793902;Amprion;Netzreserve;STEAG Power GmbH;Bergkamen A;59192;Bergkamen;Westenhellweg 111;Nordrhein-Westfalen;29860;Steinkohle;Steinkohlen;Steinkohle;Nein;Kondensationsmaschine ohne Entnahme;Steinkohle;Steinkohle;0,3775;OPSD (2020);780;720;576;15,55;104,4018543
Ja;SEE918143230942;Amprion;In Betrieb;STEAG Power GmbH;Walsum 10;47179;Duisburg;Dr.-Wilhelm-Roelen-Str. 129;Nordrhein-Westfalen;41628;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,45;OPSD (2020);790;725;580;15,55;87,791
Nein;SEE954971534470;Amprion;Netzreserve;STEAG Power GmbH;Bexbach;66450;Bexbach;Grubenstraße ;Saarland;30590;Steinkohle;Steinkohlen;Steinkohle;Nein;Kondensationsmaschine ohne Entnahme;Steinkohle;Steinkohle;0,3825;OPSD (2020);780;726;580,8;15,55;103,0541176
Ja;SEE905588844841;Amprion;In Betrieb;Sustainable Energy Aschaffenburg GmbH;GuD-Anlage (Dampfturbine);63741;Aschaffenburg;Weichertstraße 7;Bayern;41302;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Gegendruckmaschine mit Entnahme;Sonstige;Sonstige;0,4;Eigene Annahme;16,463;16,2;13,77;95,59;277,07725
Ja;SEE965350369514;Amprion;In Betrieb;thyssenkrupp Steel Europe AG;ET HO 1;47166;Duisburg;Kaiser-Wilhelm-Str. 100;Nordrhein-Westfalen;29952;Druck aus Gasleitungen;;Sonstige Energieträger (nicht erneuerbar);Nein;Sonstige;Sonstige;Sonstige;0,4;Eigene Annahme;16;16;13,6;95,59;277,07725
Ja;SEE987709592503;Amprion;In Betrieb;thyssenkrupp Steel Europe AG;ET HO 2;47166;Duisburg;Kaiser-Wilhelm-Str. 100;Nordrhein-Westfalen;33970;Druck aus Gasleitungen;;Sonstige Energieträger (nicht erneuerbar);Nein;Sonstige;Sonstige;Sonstige;0,4;Eigene Annahme;18;18;15,3;95,59;277,07725
Ja;SEE912994271871;Amprion;In Betrieb;thyssenkrupp Steel Europe AG;Hamborn 3;47166;Duisburg;Kaiser-Wilhelm-Str. 100;Nordrhein-Westfalen;21186;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,33;Annahme basierend auf DIW (2014);64;59,6;50,66;95,59;335,6390909
Ja;SEE912020488365;Amprion;In Betrieb;thyssenkrupp Steel Europe AG;Ruhrort 2;47166;Duisburg;Kaiser-Wilhelm-Str. 100;Nordrhein-Westfalen;20090;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,33;Annahme basierend auf DIW (2014);64;59,6;50,66;95,59;335,6390909
Ja;SEE949799257847;Amprion;In Betrieb;thyssenkrupp Steel Europe AG;Ruhrort 3;47166;Duisburg;Kaiser-Wilhelm-Str. 100;Nordrhein-Westfalen;23012;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,341;Annahme basierend auf DIW (2014);101;94;79,9;95,59;324,8442815
Ja;SEE916877868585;Amprion;In Betrieb;thyssenkrupp Steel Europe AG;Hamborn 4;47166;Duisburg;Kaiser-Wilhelm-Str. 100;Nordrhein-Westfalen;27760;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,45;Annahme basierend auf DIW (2014);108;101,3;86,105;95,59;246,402
Ja;SEE936262825863;Amprion;In Betrieb;thyssenkrupp Steel Europe AG;Ruhrort 4;47166;Duisburg;Kaiser-Wilhelm-Str. 100;Nordrhein-Westfalen;25204;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,341;Annahme basierend auf DIW (2014);177;164,7;139,995;95,59;324,8442815
Ja;SEE915966254872;Amprion;In Betrieb;thyssenkrupp Steel Europe AG;Hamborn 5;47166;Duisburg;Kaiser-Wilhelm-Str. 100;Nordrhein-Westfalen;37622;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,54;Annahme basierend auf DIW (2014);241;225;191,25;95,59;205,5016667
Ja;SEE961029163353;Amprion;In Betrieb;Trianel Kohlekraftwerk Lünen GmbH & Co KG;Trianel Kohlekraftwerk Lünen;44536;Lünen;Frydagstraße 40;Nordrhein-Westfalen;41275;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,4595;OPSD (2020);812;746;596,8;15,55;86,00282916
Nein;SEE933236950972;Amprion;Netzreserve;Uniper Kraftwerke GmbH;Scholven C;45896;Gelsenkirchen;Glückaufstraße 56;Nordrhein-Westfalen;25204;Steinkohle;Steinkohlen;Steinkohle;Nein;Kondensationsmaschine ohne Entnahme;Steinkohle;Steinkohle;0,3475;OPSD (2020);370;345;276;15,55;113,3027338
Nein;SEE952352206145;Amprion;Netzreserve;Uniper Kraftwerke GmbH;Scholven B;45896;Gelsenkirchen;Glückaufstraße 56;Nordrhein-Westfalen;24838;Steinkohle;Steinkohlen;Steinkohle;Nein;Kondensationsmaschine ohne Entnahme;Steinkohle;Steinkohle;0,345;OPSD (2020);370;345;276;15,55;114,1143478
Ja;SEE913516809497;Amprion;In Betrieb;Uniper Kraftwerke GmbH;Datteln 4;45711;Datteln;Im Löringhof 10;Nordrhein-Westfalen;43981;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,45;https://www.uniper.energy/de/datteln-4;1100;1052;841,6;15,55;87,791
Nein;SEE931986160672;Amprion;Netzreserve;UPM GmbH;UPM Schongau DKW T5;86956;Schongau;Friedrich-Haindl-Straße 10;Bayern;25934;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,3344;OPSD (2020);45;32;27,84;40,69;164,8652811
Nein;SEE917211801770;Amprion;Netzreserve;UPM GmbH;UPM Schongau DKW T4;86956;Schongau;Friedrich-Haindl-Straße 10;Bayern;24838;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,3344;OPSD (2020);45;32;27,84;40,69;164,8652811
Ja;SEE917497526305;TenneT;In Betrieb;Aluminium Oxid Stade GmbH;KWK GT1;21683;Stade;Johann-Rathje-Köser Straße ;Niedersachsen;41030;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,4112;OPSD (2020);15,5515;15,36;13,3632;40,69;134,3534776
Ja;SEE989834346082;TenneT;In Betrieb;Aluminium Oxid Stade GmbH;KWK GT2;21683;Stade;Johann-Rathje-Köser Straße  -;Niedersachsen;41030;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,4112;OPSD (2020);15,5515;15,36;13,3632;40,69;134,3534776
Ja;SEE988841475051;TenneT;In Betrieb;B+T Energie GmbH;HKW Witzenhausen;37213;Witzenhausen;Kasseler Landstraße 23;Hessen;39988;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);32,8;28;23,8;0;1
Ja;SEE963817764100;TenneT;In Betrieb;Braunschweiger Versorgungs-AG & Co. KG;HKW Nord GT;38112;Braunschweig;Sandanger 1;Niedersachsen;33225;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,289;OPSD (2020);29;25;21,75;40,69;190,5288927
Ja;SEE919544829094;TenneT;In Betrieb;Braunschweiger Versorgungs-AG & Co. KG;HKW Mitte GTHKW;38114;Braunschweig;Reiherstraße 3;Niedersachsen;45289;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,4;https://www.bs-energy.de/engagement/umwelt/kohleausstieg/#/;68,41;68,41;59,5167;40,69;138,073375
Ja;SEE920992144554;TenneT;In Betrieb;Braunschweiger Versorgungs-AG & Co. KG;HKW Mitte GuD BMHKW;38114;Braunschweig;Reiherstraße 3;Niedersachsen;45281;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Sonstige;Erdgas;GuD;0,585;OPSD (2020);100,5;98,1;85,347;40,69;94,88350427
Ja;SEE954183997452;TenneT;In Betrieb;Dow Deutschland Anlagengesellschaft mbH;01 Std ST2;21683;Stade;Bützflether Sand 9;Niedersachsen;41992;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Sonstige;Sonstige;Sonstige;0,6075;OPSD (2020);18,732;13;11,05;95,59;182,7792593
Ja;SEE970688261195;TenneT;In Betrieb;Dow Deutschland Anlagengesellschaft mbH;01 Std ST1;21683;Stade;Bützflether Sand 9;Niedersachsen;27395;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Sonstige;Sonstige;Sonstige;0,6075;OPSD (2020);16,9;14;11,9;95,59;182,7792593
Ja;SEE920864082298;TenneT;In Betrieb;Dow Deutschland Anlagengesellschaft mbH;01 Std GT1;21683;Stade;Bützflether Sand 9;Niedersachsen;41745;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,6075;OPSD (2020);47,971;44,975;39,12825;40,69;91,42485597
Ja;SEE926897163430;TenneT;In Betrieb;Dow Deutschland Anlagengesellschaft mbH;01 Std GT2;21683;Stade;Bützflether Sand 9;Niedersachsen;41705;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,6075;OPSD (2020);47,645;44,975;39,12825;40,69;91,42485597
Ja;SEE964077382691;TenneT;In Betrieb;Dow Deutschland Anlagengesellschaft mbH;01 Std GT3;21683;Stade;Bützflether Sand 9;Niedersachsen;41723;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,6075;OPSD (2020);47,352;44,975;39,12825;40,69;91,42485597
Ja;SEE990015251552;TenneT;In Betrieb;DS Smith Paper Deutschland GmbH;ABR990388771138;37213;Witzenhausen;Kasseler Landstraße 23;Hessen;27576;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,33;eigene Annahme;13,2;12,8;11,136;40,69;167,0434848
Ja;SEE927716043575;TenneT;In Betrieb;EEW Energy from Waste Hannover GmbH;MVA EEW Hannover;30659;Hannover;Moorwaldweg 310;Niedersachsen;38504;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);29,6;27,2;23,12;0;1
Ja;SEE906215229154;TenneT;In Betrieb;EEW Energy from Waste Helmstedt GmbH;MVA EEW Helmstedt;38372;Büddenstedt;Am Kraftwerk 2;Niedersachsen;41640;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Nein;Kondensationsmaschine ohne Entnahme;Abfall;Abfall;0,33;OPSD (2020);42,3;37,5;31,875;0;1
Ja;SEE918623387630;TenneT;In Betrieb;EEW Energy from Waste Stapelfeld GmbH;EEW Stapelfeld GmbH;22145;Stapelfeld;Ahrensburger Weg 4;Schleswig-Holstein;29129;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);16,4;11,4;9,69;0;1
Ja;SEE965551192713;TenneT;In Betrieb;enercity AG;HKW Linden GT3;30449;Hannover;Spinnereistraße 9;Niedersachsen;40119;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,55;OPSD (2020);70,25;70;60,9;40,69;100,3260909
Ja;SEE983959934148;TenneT;In Betrieb;enercity AG;HKW Linden DT;30449;Hannover;Spinnereistraße 9;Niedersachsen;35236;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,55;OPSD (2020);79,4;78;67,86;40,69;100,8260909
Ja;SEE999585452499;TenneT;In Betrieb;enercity AG;HKW Linden GT1;30449;Hannover;Spinnereistraße 9;Niedersachsen;40849;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,55;OPSD (2020);82,35;82;71,34;40,69;100,3260909
Ja;SEE932928232242;TenneT;In Betrieb;enercity AG;GKH 2;30419;Hannover;Stelinger Straße 19;Niedersachsen;32680;Steinkohle;Steinkohlen;Steinkohle;Ja;Gegendruckmaschine mit Entnahme;Steinkohle;Steinkohle;0,3975;OPSD (2020);150;136;108,8;15,55;99,21433962
Ja;SEE987633796220;TenneT;In Betrieb;enercity AG;GKH 1;30419;Hannover;Stelinger Straße 19;Niedersachsen;32534;Steinkohle;Steinkohlen;Steinkohle;Ja;Gegendruckmaschine mit Entnahme;Steinkohle;Steinkohle;0,3975;OPSD (2020);150;136;108,8;15,55;99,21433962
Ja;SEE989887901764;TenneT;In Betrieb;Enertec Hameln GmbH;Turbine 5;31789;Hameln;Heinrich-Schoormann-Weg 1;Niedersachsen;40087;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);20,4;12,26;10,421;0;1
Ja;SEE993546424112;TenneT;In Betrieb;Enertec Hameln GmbH;Turbine 2;31789;Hameln;Heinrich-Schoormann-Weg 1;Niedersachsen;19211;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Nein;Kondensationsmaschine ohne Entnahme;Abfall;Abfall;0,33;OPSD (2020);20;12,62;10,727;0;1
Ja;SEE912764206645;TenneT;In Betrieb;Erlanger Stadtwerke AG;HKW - GuD1;91052;Erlangen;Äußere Brucker Straße 33;Bayern;38609;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,5625;OPSD (2020);12,7;12,405;10,79235;40,69;98,11884444
Ja;SEE971304457053;TenneT;In Betrieb;Erlanger Stadtwerke AG;HKW -  K6 DT2;91052;Erlangen;Äußere Brucker Straße 33;Bayern;44721;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);17,028;16,317;14,19579;40,69;88,21325397
Ja;SEE917096062495;TenneT;In Betrieb;ExxonMobil Production Deutschland GmbH;KWK Anlage Großenkneten;26197;Großenkneten;Vor dem Esch 12;Niedersachsen;41764;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,585;Annahme basierend auf DIW (2014);30,496;30,16;26,2392;40,69;94,88350427
Ja;SEE916274994887;TenneT;In Betrieb;Gaskraftwerk Leipheim GmbH & Co. KG;bnBm Gaskraftwerk Leipheim;89340;Leipheim;Am Tower 5;Bayern;45138;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen ohne Abhitzekessel;Erdgas;Gasturbine;0,4;https://www.gevernova.com/gas-power/resources/case-studies/rwe-generation/de;311,6;310;269,7;40,69;137,573375
Ja;SEE989202977269;TenneT;In Betrieb;Gemeinschaftskraftwerk Bremen GmbH & Co. KG;GUD Mibü;28237;Bremen;Auf den Delben 35;Bremen;41830;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,612;OPSD (2020);460;444,5;386,715;40,69;90,26364379
Ja;SEE915883553447;TenneT;In Betrieb;Gemeinschaftskraftwerk Irsching GmbH;Irsching 5 DT;85088;Vohburg;Paarstraße 30;Bayern;40179;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,597;OPSD (2020);286;282;245,34;40,69;92,50644891
Ja;SEE973737205324;TenneT;In Betrieb;Gemeinschaftskraftwerk Irsching GmbH;Irsching 5 GT1;85088;Vohburg;Paarstraße 30;Bayern;40179;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,597;OPSD (2020);287;282;245,34;40,69;92,50644891
Ja;SEE924780675428;TenneT;In Betrieb;Gemeinschaftskraftwerk Irsching GmbH;Irsching 5 GT2;85088;Vohburg;Paarstraße 30;Bayern;40179;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,597;OPSD (2020);287;282;245,34;40,69;92,50644891
Ja;SEE973250051972;TenneT;In Betrieb;Georg-August-Universität Göttingen;Gasturbine HKW;37075;Göttingen;Rudolf-Diesel-Straße 10;Niedersachsen;35796;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,3828;OPSD (2020);19,5;18,8;16,356;40,69;144,2099007
Ja;SEE956216040883;TenneT;In Betrieb;GKS-Gemeinschaftskraftwerk Schweinfurt GmbH;Turbine 2;97424;Schweinfurt;Hafenstraße 30;Bayern;33025;Steinkohle;Steinkohlen;Steinkohle;Ja;Gegendruckmaschine ohne Entnahme;Steinkohle;Steinkohle;0,33;OPSD (2020);11,8;10,2;8,16;15,55;119,2422727
Ja;SEE943766131437;TenneT;In Betrieb;GKS-Gemeinschaftskraftwerk Schweinfurt GmbH;Turbine 1;97424;Schweinfurt;Hafenstraße 30;Bayern;33025;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,33;OPSD (2020);16,8;14,2;11,36;15,55;119,2422727
Ja;SEE973424276200;TenneT;In Betrieb;Heidrun und Stefan Cermak GbR;ABR942688540273;85456;Wartenberg;Pesenlerner Straße 30;Bayern;41244;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Verbrennungsmotor;Erdgas;GuD;0,4112;Annahme basierend auf DIW (2014);68,913;68,913;59,95431;40,69;134,3534776
Ja;SEE927473609168;TenneT;In Betrieb;InfraServ GmbH & Co. Gendorf KG;BNA0174;84508;Burgkirchen;Industrieparkstraße 1;Bayern;24654;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Sonstige;Erdgas;GuD;0,3872;OPSD (2020);73,563;72,46;63,0402;40,69;142,5881973
Ja;SEE993412996354;TenneT;In Betrieb;K+S Minerals and Agriculture GmbH;Kraftwerk WI DT3;36266;Heringen;In der Aue 1;Hessen;24473;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,5805;OPSD (2020);12,254;12,07;10,5009;40,69;95,60740741
Ja;SEE925720506642;TenneT;In Betrieb;K+S Minerals and Agriculture GmbH;Kraftwerk WI GT;36266;Heringen;In der Aue 1;Hessen;22647;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,5805;OPSD (2020);17,5;16,8;14,616;40,69;95,60740741
Ja;SEE913280112274;TenneT;In Betrieb;K+S Minerals and Agriculture GmbH;Kraftwerk HA DT4;36269;Philippsthal;Hattorfer Straße 1;Hessen;22829;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Gegendruckmaschine mit Entnahme;Sonstige;Sonstige;0,3993;OPSD (2020);21;21;17,85;95,59;277,5612322
Ja;SEE970554561831;TenneT;In Betrieb;K+S Minerals and Agriculture GmbH;Kraftwerk HA DT2;36269;Philippsthal;Hattorfer Straße 1;Hessen;43083;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Gegendruckmaschine mit Entnahme;Sonstige;Sonstige;0,3993;OPSD (2020);22,5;21,375;18,16875;95,59;277,5612322
Ja;SEE952488583202;TenneT;In Betrieb;K+S Minerals and Agriculture GmbH;Kraftwerk HA DT1;36269;Philippsthal;Hattorfer Straße 1;Hessen;24533;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Gegendruckmaschine mit Entnahme;Sonstige;Sonstige;0,3993;OPSD (2020);28,504;28;23,8;95,59;277,5612322
